Symbol,Name,Share_Price
innocentBass3,innocentBass3,558
solidCur4,solidCur4,775
needfulCardinal2,needfulCardinal2,844
sincereThrush3,sincereThrush3,913
forsakenWidgeon0,forsakenWidgeon0,410
artisticZebra1,artisticZebra1,931
adoringTomatoe8,adoringTomatoe8,347
kindPie1,kindPie1,582
mellowMacaw8,mellowMacaw8,266
sugaryWildfowl2,sugaryWildfowl2,785
offendedRice6,offendedRice6,267
excludedLollies0,excludedLollies0,527
unhappySnail4,unhappySnail4,134
sugaryFalcon8,sugaryFalcon8,755
grudgingAbalone6,grudgingAbalone6,878
yearningEagle0,yearningEagle0,880
jubilantSalt1,jubilantSalt1,916
pridefulMussel2,pridefulMussel2,689
cynicalCoati4,cynicalCoati4,341
jealousDingo6,jealousDingo6,498
dreadfulMare8,dreadfulMare8,293
cautiousPorpoise7,cautiousPorpoise7,774
culturedCurlew0,culturedCurlew0,754
forsakenTruffle7,forsakenTruffle7,77
affectedWhiting9,affectedWhiting9,240
blissfulRuffs8,blissfulRuffs8,786
grumpyPiglet7,grumpyPiglet7,505
resolvedBaboon8,resolvedBaboon8,360
boastfulApricots9,boastfulApricots9,807
grumpyUnicorn4,grumpyUnicorn4,787
euphoricOryx5,euphoricOryx5,724
relievedCow5,relievedCow5,434
alertOatmeal3,alertOatmeal3,580
worldlyBuzzard7,worldlyBuzzard7,11
obsessedIguana5,obsessedIguana5,755
somberMackerel8,somberMackerel8,514
cheerfulBuck7,cheerfulBuck7,187
mereLollies5,mereLollies5,671
amazedPaella8,amazedPaella8,678
sheepishGarlic3,sheepishGarlic3,240
jubilantChamois8,jubilantChamois8,340
pridefulMare1,pridefulMare1,63
humorousFish2,humorousFish2,487
pridefulOatmeal7,pridefulOatmeal7,368
peskyLocust8,peskyLocust8,845
aboardEggs3,aboardEggs3,525
offendedGranola6,offendedGranola6,763
spiritedMare0,spiritedMare0,244
sincereCurlew4,sincereCurlew4,545
debonairLapwing8,debonairLapwing8,240
morbidRuffs6,morbidRuffs6,683
aloofMare0,aloofMare0,602
offendedThrush4,offendedThrush4,691
sheepishCordial8,sheepishCordial8,379
pitifulJerky7,pitifulJerky7,666
peskyBagels7,peskyBagels7,370
insecurePudding1,insecurePudding1,357
insecureOwl6,insecureOwl6,167
resolvedOtter1,resolvedOtter1,277
ferventWigeon6,ferventWigeon6,440
amazedTruffle4,amazedTruffle4,192
morbidPonie0,morbidPonie0,822
dreadfulWigeon8,dreadfulWigeon8,726
pluckyQuiche8,pluckyQuiche8,360
vengefulDingo7,vengefulDingo7,472
troubledPorpoise2,troubledPorpoise2,287
gloomyPiglet5,gloomyPiglet5,998
superiorSwift9,superiorSwift9,408
wrathfulTuna5,wrathfulTuna5,867
troubledEagle5,troubledEagle5,190
dejectedLocust1,dejectedLocust1,865
peskyCheese1,peskyCheese1,140
mercifulRuffs2,mercifulRuffs2,16
wornoutCoati9,wornoutCoati9,598
kindSalami5,kindSalami5,980
ecstaticOryx9,ecstaticOryx9,738
cruelLollies3,cruelLollies3,293
sugaryBagels0,sugaryBagels0,113
dejectedCur4,dejectedCur4,849
unhappyTomatoe5,unhappyTomatoe5,46
aloofJaguar2,aloofJaguar2,380
importedUnicorn8,importedUnicorn8,283
excitedBasmati8,excitedBasmati8,279
gutturalLizard6,gutturalLizard6,890
scornfulChamois7,scornfulChamois7,402
wornoutPear5,wornoutPear5,17
pitifulPup3,pitifulPup3,150
crummySeagull9,crummySeagull9,298
emptySheep7,emptySheep7,511
panickyMacaw0,panickyMacaw0,106
mellowAntelope2,mellowAntelope2,625
vengefulUnicorn7,vengefulUnicorn7,138
lyingBoars8,lyingBoars8,437
alertShads7,alertShads7,856
solidMandrill8,solidMandrill8,207
giddyCamel1,giddyCamel1,417
pleasedSardines8,pleasedSardines8,810
sheepishMackerel2,sheepishMackerel2,791
tautDove8,tautDove8,92
unhappyLapwing8,unhappyLapwing8,695
similarWhiting6,similarWhiting6,772
importedFalcon9,importedFalcon9,432
forsakenOatmeal7,forsakenOatmeal7,134
brainyChile3,brainyChile3,900
boastfulJerky1,boastfulJerky1,658
sheepishCake6,sheepishCake6,698
brainyOryx3,brainyOryx3,831
morbidToucan4,morbidToucan4,640
solidMare6,solidMare6,367
excludedDoves8,excludedDoves8,958
gloomySardines0,gloomySardines0,325
bubblyMoth2,bubblyMoth2,311
wingedLlama8,wingedLlama8,382
gutturalGarlic4,gutturalGarlic4,923
sheepishGelding3,sheepishGelding3,363
adoringSeagull1,adoringSeagull1,515
giddyAntelope1,giddyAntelope1,678
worldlyLocust4,worldlyLocust4,953
aloofPiglet8,aloofPiglet8,371
unhappyGarlic2,unhappyGarlic2,139
annoyedSardines3,annoyedSardines3,820
kindCardinal2,kindCardinal2,599
sugaryChough5,sugaryChough5,947
giddyOrange3,giddyOrange3,943
soreRice4,soreRice4,988
pacifiedSalami9,pacifiedSalami9,493
yearningWasp4,yearningWasp4,253
obsessedBuck6,obsessedBuck6,720
panickyLard9,panickyLard9,272
ecstaticCow3,ecstaticCow3,756
innocentWigeon3,innocentWigeon3,60
stressedShads4,stressedShads4,697
insecureThrushe7,insecureThrushe7,993
wornoutIcecream6,wornoutIcecream6,198
superiorPup9,superiorPup9,970
cockyBuzzard2,cockyBuzzard2,208
finickyMagpie1,finickyMagpie1,815
peskyPie4,peskyPie4,937
worriedBuzzard9,worriedBuzzard9,593
humorousTruffle0,humorousTruffle0,749
resolvedBasmati7,resolvedBasmati7,553
innocentWildfowl0,innocentWildfowl0,869
empathicHawk8,empathicHawk8,518
dopeyPonie7,dopeyPonie7,897
truthfulPolenta6,truthfulPolenta6,528
fondSmelt0,fondSmelt0,910
hushedEggs5,hushedEggs5,540
dearWidgeon5,dearWidgeon5,968
sugaryRice2,sugaryRice2,861
vengefulWigeon9,vengefulWigeon9,799
outlyingSardines6,outlyingSardines6,720
jumpyWasp4,jumpyWasp4,275
brainyBuck9,brainyBuck9,56
outlyingBurritos3,outlyingBurritos3,218
pacifiedDotterel1,pacifiedDotterel1,750
mercifulTortoise0,mercifulTortoise0,856
boredRuffs7,boredRuffs7,175
troubledOtter3,troubledOtter3,160
gleefulMoth1,gleefulMoth1,369
jumpyLollies7,jumpyLollies7,567
pleasedRhino2,pleasedRhino2,592
sugaryTortoise6,sugaryTortoise6,226
mercifulLlama1,mercifulLlama1,916
aloofLemur8,aloofLemur8,646
somberChile6,somberChile6,218
mereRuffs0,mereRuffs0,191
needfulQuiche4,needfulQuiche4,146
solemnCordial3,solemnCordial3,290
dopeyBobolink8,dopeyBobolink8,540
culturedSheep7,culturedSheep7,22
lovesickLlama1,lovesickLlama1,183
needfulCordial0,needfulCordial0,445
boredPonie8,boredPonie8,312
importedCow2,importedCow2,593
annoyedLard1,annoyedLard1,939
puzzledBittern9,puzzledBittern9,748
tautOcelot3,tautOcelot3,139
guiltyMallard3,guiltyMallard3,409
outlyingSmelt5,outlyingSmelt5,651
tautBoars1,tautBoars1,145
sugaryTortoise8,sugaryTortoise8,370
grudgingSalt4,grudgingSalt4,926
goofyRat0,goofyRat0,119
solemnLizard9,solemnLizard9,769
boastfulBaboon2,boastfulBaboon2,201
spiritedMacaw2,spiritedMacaw2,32
fondRhino9,fondRhino9,864
mellowRhino9,mellowRhino9,370
empathicBoars1,empathicBoars1,966
bubblyAntelope0,bubblyAntelope0,937
vengefulFlamingo5,vengefulFlamingo5,650
goofyWidgeon4,goofyWidgeon4,365
aboardCoconut5,aboardCoconut5,325
wrathfulRelish9,wrathfulRelish9,612
grizzledSeafowl5,grizzledSeafowl5,963
adoringHeron6,adoringHeron6,415
selfishCordial3,selfishCordial3,836
thriftySnipe3,thriftySnipe3,480
annoyedMuesli9,annoyedMuesli9,521
lovesickPup7,lovesickPup7,53
crushedOcelot0,crushedOcelot0,801
euphoricTomatoe9,euphoricTomatoe9,428
goofyMandrill4,goofyMandrill4,452
enragedJerky1,enragedJerky1,132
needfulBuzzard8,needfulBuzzard8,333
tautBoa3,tautBoa3,807
worriedSwift6,worriedSwift6,799
truthfulBustard8,truthfulBustard8,912
enviousCoconut8,enviousCoconut8,135
thrilledDingo4,thrilledDingo4,161
cockyMeerkat9,cockyMeerkat9,298
eagerPlover2,eagerPlover2,210
affectedSheep3,affectedSheep3,577
amusedMussel0,amusedMussel0,99
chicRuffs3,chicRuffs3,799
enviousOrange5,enviousOrange5,606
amazedPup2,amazedPup2,104
troubledCheese9,troubledCheese9,122
pacifiedFish7,pacifiedFish7,693
solidFerret1,solidFerret1,237
alertCockatoo1,alertCockatoo1,783
peskyPear8,peskyPear8,978
adoringSausage3,adoringSausage3,203
grudgingRelish2,grudgingRelish2,181
morbidPlover8,morbidPlover8,503
debonairTortoise5,debonairTortoise5,469
lyingLion8,lyingLion8,278
dejectedBuck6,dejectedBuck6,156
mereCardinal1,mereCardinal1,492
lazyRaisins8,lazyRaisins8,542
wearyIcecream8,wearyIcecream8,522
murkyHyena1,murkyHyena1,475
pridefulSnipe2,pridefulSnipe2,403
enviousRaisins0,enviousRaisins0,85
spiritedSausage9,spiritedSausage9,526
panickyPoultry3,panickyPoultry3,495
forsakenDoughnut1,forsakenDoughnut1,907
finickyOil9,finickyOil9,310
panickyMoth0,panickyMoth0,490
bubblyEland3,bubblyEland3,329
excludedCaviar8,excludedCaviar8,530
awedBuzzard1,awedBuzzard1,446
crummyBurritos0,crummyBurritos0,776
cheerfulSeahorse4,cheerfulSeahorse4,334
pacifiedLard7,pacifiedLard7,643
stressedOryx6,stressedOryx6,246
importedSyrup2,importedSyrup2,995
excludedHoopoe2,excludedHoopoe2,715
cautiousAbalone5,cautiousAbalone5,202
jumpyCheetah9,jumpyCheetah9,308
peacefulWildfowl0,peacefulWildfowl0,128
adoringMallard6,adoringMallard6,844
aboardCow0,aboardCow0,639
insecureSardines1,insecureSardines1,910
truthfulMussel2,truthfulMussel2,184
brainyDoves4,brainyDoves4,573
jealousCamel0,jealousCamel0,942
pridefulSheep1,pridefulSheep1,967
stressedAntelope6,stressedAntelope6,431
shyPepper8,shyPepper8,231
shyBobolink5,shyBobolink5,65
cruelTomatoe4,cruelTomatoe4,743
scornfulSmelt7,scornfulSmelt7,917
panickyDove2,panickyDove2,746
mellowCaviar8,mellowCaviar8,791
debonairMoth8,debonairMoth8,290
amusedTuna3,amusedTuna3,136
empathicCordial1,empathicCordial1,313
thrilledLollies1,thrilledLollies1,823
kindOatmeal1,kindOatmeal1,712
resolvedPonie9,resolvedPonie9,438
euphoricWildfowl5,euphoricWildfowl5,412
pitifulApples2,pitifulApples2,24
thriftyLollies2,thriftyLollies2,913
enviousClam7,enviousClam7,94
kindPup1,kindPup1,790
boastfulMagpie7,boastfulMagpie7,44
soreOil9,soreOil9,964
grumpyMandrill0,grumpyMandrill0,791
insecureCardinal2,insecureCardinal2,921
cautiousEagle2,cautiousEagle2,132
scornfulSmelt6,scornfulSmelt6,802
jumpyPretzels1,jumpyPretzels1,448
murkyTomatoe3,murkyTomatoe3,868
boredClam0,boredClam0,333
pacifiedDingo7,pacifiedDingo7,222
wrathfulSnipe1,wrathfulSnipe1,211
somberThrush8,somberThrush8,722
gleefulTermite4,gleefulTermite4,720
cruelCheese0,cruelCheese0,314
cynicalSausage3,cynicalSausage3,527
peskyToucan3,peskyToucan3,28
relievedBustard2,relievedBustard2,312
ashamedShads7,ashamedShads7,633
zestyCur9,zestyCur9,261
similarBoa7,similarBoa7,216
stressedPudding2,stressedPudding2,865
betrayedQuiche7,betrayedQuiche7,534
yearningIcecream3,yearningIcecream3,608
goofyOatmeal0,goofyOatmeal0,764
mereDunbird1,mereDunbird1,891
debonairBuck8,debonairBuck8,606
fondVenison3,fondVenison3,134
brainyDunbird5,brainyDunbird5,801
morbidWildfowl4,morbidWildfowl4,490
dearDove1,dearDove1,279
blissfulUnicorn3,blissfulUnicorn3,275
grudgingBuck5,grudgingBuck5,577
enviousOrange7,enviousOrange7,318
joyfulMagpie4,joyfulMagpie4,629
awedSalt9,awedSalt9,350
excitedBuck8,excitedBuck8,345
superiorCaribou7,superiorCaribou7,620
emptyOryx1,emptyOryx1,261
dejectedUnicorn5,dejectedUnicorn5,78
tautPie4,tautPie4,374
cruelMeerkat8,cruelMeerkat8,175
spiritedCamel2,spiritedCamel2,504
betrayedOrange3,betrayedOrange3,176
gutturalRaisins0,gutturalRaisins0,147
worldlyChowder8,worldlyChowder8,223
madWidgeon3,madWidgeon3,556
zestyPepper0,zestyPepper0,930
gleefulClam1,gleefulClam1,694
curiousSeahorse6,curiousSeahorse6,741
shamefulBuzzard4,shamefulBuzzard4,587
chicFish8,chicFish8,365
curiousViper9,curiousViper9,384
pridefulSeahorse5,pridefulSeahorse5,112
pleasedPepper8,pleasedPepper8,66
boredPear6,boredPear6,643
innocentSeahorse3,innocentSeahorse3,599
enviousDingo6,enviousDingo6,308
needfulEagle5,needfulEagle5,571
needfulBasmati9,needfulBasmati9,532
ashamedBuck0,ashamedBuck0,481
mercifulSeahorse3,mercifulSeahorse3,840
hushedBustard3,hushedBustard3,213
excludedPoultry4,excludedPoultry4,677
selfishApricots8,selfishApricots8,775
vengefulChowder6,vengefulChowder6,683
troubledDotterel5,troubledDotterel5,590
obsessedWidgeon3,obsessedWidgeon3,216
lyingGnu4,lyingGnu4,612
dreadfulCamel6,dreadfulCamel6,823
morbidUnicorn2,morbidUnicorn2,204
kindBuck8,kindBuck8,292
excitedTortoise5,excitedTortoise5,223
pridefulCardinal4,pridefulCardinal4,734
lazySeahorse5,lazySeahorse5,950
yearningOrange4,yearningOrange4,699
cautiousCoconut6,cautiousCoconut6,930
abjectCrane4,abjectCrane4,491
pluckyPiglet6,pluckyPiglet6,419
grudgingCardinal2,grudgingCardinal2,602
betrayedOtter2,betrayedOtter2,666
betrayedMuesli1,betrayedMuesli1,822
culturedGnu7,culturedGnu7,488
somberLemur3,somberLemur3,703
somberMackerel4,somberMackerel4,194
emptyIcecream6,emptyIcecream6,580
pacifiedPorpoise3,pacifiedPorpoise3,436
puzzledDingo1,puzzledDingo1,507
unhappyBoars9,unhappyBoars9,240
gleefulFish2,gleefulFish2,755
kindGnu8,kindGnu8,365
worriedCaviar9,worriedCaviar9,556
obsessedMussel8,obsessedMussel8,743
morbidPup3,morbidPup3,657
soreCrane4,soreCrane4,702
troubledZebra8,troubledZebra8,716
dopeyCoconut2,dopeyCoconut2,129
awedPiglet6,awedPiglet6,835
morbidHyena6,morbidHyena6,1000
peskyRice4,peskyRice4,795
wearyThrush1,wearyThrush1,470
shyPepper7,shyPepper7,670
shyTomatoe3,shyTomatoe3,39
truthfulBuck4,truthfulBuck4,746
dreadfulCrane9,dreadfulCrane9,164
amusedCrackers0,amusedCrackers0,363
drearyPudding8,drearyPudding8,493
morbidPolenta0,morbidPolenta0,206
worriedPiglet0,worriedPiglet0,212
giddyPiglet7,giddyPiglet7,822
pluckyJaguar4,pluckyJaguar4,574
hushedEagle6,hushedEagle6,21
pridefulVenison0,pridefulVenison0,699
mercifulWhiting6,mercifulWhiting6,476
contentMandrill5,contentMandrill5,82
crushedLizard2,crushedLizard2,39
empathicMare1,empathicMare1,953
trustingPear2,trustingPear2,29
fondMussel3,fondMussel3,162
importedCod7,importedCod7,902
sheepishCur7,sheepishCur7,30
kindPepper2,kindPepper2,393
cheerfulRice3,cheerfulRice3,46
bubblyKitten5,bubblyKitten5,752
sugaryBasmati8,sugaryBasmati8,748
insecureSyrup8,insecureSyrup8,123
pacifiedMagpie6,pacifiedMagpie6,769
debonairClam4,debonairClam4,13
mellowHyena4,mellowHyena4,17
gloomyLocust7,gloomyLocust7,167
holisticCheetah5,holisticCheetah5,117
lovesickDoughnut7,lovesickDoughnut7,848
guiltyPoultry5,guiltyPoultry5,359
solemnSmelt2,solemnSmelt2,697
kindDinosaur0,kindDinosaur0,785
wingedPie3,wingedPie3,686
thrilledLocust4,thrilledLocust4,710
dejectedCordial1,dejectedCordial1,948
exactingRelish3,exactingRelish3,178
grumpyGelding3,grumpyGelding3,873
fondPudding3,fondPudding3,927
emptyFlamingo6,emptyFlamingo6,11
emptyGatorade3,emptyGatorade3,772
peskySeahorse1,peskySeahorse1,908
pleasedSalt4,pleasedSalt4,423
wakefulHyena5,wakefulHyena5,99
forsakenBoars2,forsakenBoars2,879
forsakenMare3,forsakenMare3,722
offendedBoars1,offendedBoars1,583
jumpyRhino6,jumpyRhino6,559
outlyingBobolink4,outlyingBobolink4,287
murkyWidgeon6,murkyWidgeon6,555
eagerBass2,eagerBass2,144
jumpyCurlew0,jumpyCurlew0,287
crushedMare9,crushedMare9,115
crummyLizard5,crummyLizard5,481
lovesickCamel8,lovesickCamel8,151
ardentCaviar0,ardentCaviar0,924
sheepishPretzels5,sheepishPretzels5,892
offendedLemur1,offendedLemur1,246
scornfulDingo1,scornfulDingo1,439
peskyTermite3,peskyTermite3,546
innocentHoopoe3,innocentHoopoe3,761
sincereGatorade0,sincereGatorade0,14
euphoricBuck3,euphoricBuck3,102
ardentRat2,ardentRat2,223
drearyWigeon1,drearyWigeon1,63
resolvedMacaw4,resolvedMacaw4,662
importedOil8,importedOil8,518
ardentMussel2,ardentMussel2,345
amazedBuzzard6,amazedBuzzard6,99
enragedIguana3,enragedIguana3,359
ardentWigeon0,ardentWigeon0,380
vengefulSmelt7,vengefulSmelt7,310
lovesickCaviar9,lovesickCaviar9,343
spiritedBobolink7,spiritedBobolink7,372
importedThrushe0,importedThrushe0,714
humorousCheetah1,humorousCheetah1,919
excludedAbalone1,excludedAbalone1,239
importedHawk3,importedHawk3,600
curiousFerret3,curiousFerret3,986
chicWidgeon9,chicWidgeon9,165
enragedSyrup0,enragedSyrup0,90
grizzledPonie1,grizzledPonie1,476
pleasedPolenta4,pleasedPolenta4,553
crushedMoth2,crushedMoth2,545
eagerLemur1,eagerLemur1,280
gloomyDove6,gloomyDove6,829
solidShads7,solidShads7,136
dearDoughnut8,dearDoughnut8,968
needfulLard2,needfulLard2,391
mercifulTortoise1,mercifulTortoise1,615
excludedMuesli0,excludedMuesli0,625
solidDove7,solidDove7,130
jumpyMacaw3,jumpyMacaw3,802
offendedFish7,offendedFish7,718
cheerfulTacos5,cheerfulTacos5,981
cheerfulChough2,cheerfulChough2,691
eagerPepper0,eagerPepper0,651
humorousAbalone5,humorousAbalone5,922
spiritedFalcon2,spiritedFalcon2,142
crushedTeal6,crushedTeal6,283
cautiousWildfowl7,cautiousWildfowl7,248
vengefulPudding0,vengefulPudding0,886
wornoutWildfowl8,wornoutWildfowl8,789
grizzledLard1,grizzledLard1,211
sincereBittern7,sincereBittern7,263
dearCordial0,dearCordial0,156
needyHeron6,needyHeron6,358
obsessedMallard4,obsessedMallard4,833
madRice7,madRice7,661
crushedHeron2,crushedHeron2,854
cheerfulOcelot6,cheerfulOcelot6,411
cockyCrackers0,cockyCrackers0,797
holisticDoves7,holisticDoves7,357
cockyPie2,cockyPie2,34
mercifulChough5,mercifulChough5,263
excludedBurritos1,excludedBurritos1,959
solemnUnicorn1,solemnUnicorn1,289
trustingBuzzard0,trustingBuzzard0,881
murkyGranola5,murkyGranola5,918
chicIcecream8,chicIcecream8,932
giddyPoultry7,giddyPoultry7,321
humorousPiglet1,humorousPiglet1,390
exactingChamois2,exactingChamois2,910
drearyStork6,drearyStork6,277
worldlyWasp0,worldlyWasp0,862
wearyBagels7,wearyBagels7,468
chicSardines4,chicSardines4,202
gutturalCordial8,gutturalCordial8,348
humorousEland9,humorousEland9,382
vengefulSnail2,vengefulSnail2,96
empathicCamel4,empathicCamel4,869
dopeyUnicorn3,dopeyUnicorn3,456
puzzledMackerel4,puzzledMackerel4,842
contentJerky5,contentJerky5,550
thrilledOil3,thrilledOil3,720
jumpyJerky3,jumpyJerky3,882
panickyHyena9,panickyHyena9,304
shamefulBass2,shamefulBass2,861
grudgingMackerel0,grudgingMackerel0,269
mellowPup7,mellowPup7,214
solemnShads5,solemnShads5,531
artisticIcecream0,artisticIcecream0,339
cockyViper8,cockyViper8,247
affectedPear4,affectedPear4,561
worriedThrush6,worriedThrush6,807
awedKitten2,awedKitten2,796
mereHare8,mereHare8,590
importedPonie3,importedPonie3,692
insecureWeaver5,insecureWeaver5,744
trustingFish8,trustingFish8,790
superiorApples9,superiorApples9,11
giddyRice6,giddyRice6,155
excitedSeahorse8,excitedSeahorse8,526
cockyPepper1,cockyPepper1,285
dejectedPaella8,dejectedPaella8,307
resolvedDoves8,resolvedDoves8,999
worldlyOatmeal5,worldlyOatmeal5,669
crushedPonie4,crushedPonie4,679
lovesickOatmeal8,lovesickOatmeal8,380
fondIcecream2,fondIcecream2,985
blissfulLocust1,blissfulLocust1,95
chicPonie8,chicPonie8,408
thrilledCurlew3,thrilledCurlew3,617
humorousOtter1,humorousOtter1,309
similarTomatoe5,similarTomatoe5,217
zestyTeal2,zestyTeal2,617
amusedPiglet3,amusedPiglet3,797
similarQuiche5,similarQuiche5,953
euphoricLizard5,euphoricLizard5,10
kindChile0,kindChile0,502
panickyGarlic4,panickyGarlic4,365
gloomyCamel2,gloomyCamel2,803
euphoricRelish0,euphoricRelish0,791
crushedCur4,crushedCur4,925
zestyHoopoe6,zestyHoopoe6,572
brainyStork6,brainyStork6,450
decimalHoopoe0,decimalHoopoe0,964
soreCur7,soreCur7,389
enragedLapwing4,enragedLapwing4,41
holisticChamois0,holisticChamois0,136
sugaryOryx5,sugaryOryx5,911
enragedOtter8,enragedOtter8,624
dearPepper8,dearPepper8,191
cruelLollies7,cruelLollies7,367
similarFalcon1,similarFalcon1,431
troubledDove3,troubledDove3,274
thrilledMeerkat1,thrilledMeerkat1,715
vengefulDoughnut5,vengefulDoughnut5,947
gutturalHare2,gutturalHare2,547
relievedLollies1,relievedLollies1,924
morbidEagle7,morbidEagle7,707
awedRelish4,awedRelish4,280
awedCrackers8,awedCrackers8,771
vengefulMandrill6,vengefulMandrill6,156
crummyMagpie4,crummyMagpie4,928
awedPretzels2,awedPretzels2,933
shyHyena4,shyHyena4,730
insecureBoars1,insecureBoars1,744
puzzledMandrill2,puzzledMandrill2,128
dejectedBass6,dejectedBass6,832
dopeyWhiting2,dopeyWhiting2,224
contentOtter2,contentOtter2,537
giddyLocust1,giddyLocust1,127
pleasedShads8,pleasedShads8,654
ecstaticPlover2,ecstaticPlover2,45
boastfulSardines2,boastfulSardines2,500
enragedFlamingo4,enragedFlamingo4,329
awedMuesli0,awedMuesli0,173
scornfulPear8,scornfulPear8,886
forsakenShads5,forsakenShads5,501
ardentTruffle3,ardentTruffle3,517
artisticBaboon5,artisticBaboon5,848
eagerOil8,eagerOil8,348
exactingDunbird3,exactingDunbird3,943
exactingSmelt0,exactingSmelt0,782
debonairTeal4,debonairTeal4,992
solemnTomatoe5,solemnTomatoe5,670
pluckyCaviar1,pluckyCaviar1,224
eagerTomatoe2,eagerTomatoe2,710
superiorApricots0,superiorApricots0,872
superiorClam5,superiorClam5,267
adoringZebra5,adoringZebra5,516
holisticSwift3,holisticSwift3,658
euphoricDoughnut6,euphoricDoughnut6,573
drearyHeron8,drearyHeron8,159
amazedVenison2,amazedVenison2,944
goofyWhiting3,goofyWhiting3,870
wornoutDotterel0,wornoutDotterel0,105
crummyCrane1,crummyCrane1,987
jealousViper5,jealousViper5,745
finickyDingo7,finickyDingo7,850
unhappyMeerkat9,unhappyMeerkat9,850
soreWidgeon3,soreWidgeon3,577
pitifulShads5,pitifulShads5,381
solidViper7,solidViper7,907
similarAntelope8,similarAntelope8,918
goofyJerky0,goofyJerky0,329
empathicMussel0,empathicMussel0,668
awedJaguar5,awedJaguar5,258
empathicPepper5,empathicPepper5,612
holisticHoopoe6,holisticHoopoe6,879
ardentRaisins5,ardentRaisins5,364
enragedKitten2,enragedKitten2,589
amazedWasp6,amazedWasp6,979
ardentEland0,ardentEland0,500
amazedPlover3,amazedPlover3,948
gloomySyrup3,gloomySyrup3,111
superiorCur9,superiorCur9,816
offendedCake3,offendedCake3,791
alertApples1,alertApples1,919
adoringSardines7,adoringSardines7,578
solemnMoth0,solemnMoth0,390
pridefulCrane4,pridefulCrane4,786
gutturalChough2,gutturalChough2,798
affectedWhiting0,affectedWhiting0,680
wornoutMuesli7,wornoutMuesli7,796
joyfulSyrup5,joyfulSyrup5,146
ecstaticBurritos6,ecstaticBurritos6,222
kindCaviar4,kindCaviar4,555
cruelPie1,cruelPie1,926
excitedTuna0,excitedTuna0,636
culturedOryx9,culturedOryx9,855
murkyBaboon5,murkyBaboon5,876
jumpySnipe1,jumpySnipe1,452
wearyOatmeal6,wearyOatmeal6,665
cynicalLeopard9,cynicalLeopard9,561
ferventGnu4,ferventGnu4,220
gleefulWasp0,gleefulWasp0,735
panickyMussel2,panickyMussel2,438
somberSausage6,somberSausage6,374
boredPup0,boredPup0,300
cautiousWhiting2,cautiousWhiting2,303
outlyingPorpoise6,outlyingPorpoise6,679
dopeyClam8,dopeyClam8,197
empathicCrackers9,empathicCrackers9,11
wingedSausage6,wingedSausage6,457
solemnBass3,solemnBass3,505
mercifulDunbird4,mercifulDunbird4,679
bubblyStork1,bubblyStork1,721
cockyGelding2,cockyGelding2,311
spiritedSalami6,spiritedSalami6,859
giddySnipe9,giddySnipe9,952
relievedOwl0,relievedOwl0,880
finickyHyena2,finickyHyena2,923
mercifulLapwing6,mercifulLapwing6,614
exactingDinosaur3,exactingDinosaur3,736
goofyChile5,goofyChile5,673
outlyingLemur0,outlyingLemur0,591
cockyPepper1,cockyPepper1,475
grizzledDinosaur7,grizzledDinosaur7,285
cheerfulLocust4,cheerfulLocust4,320
grudgingFalcon8,grudgingFalcon8,505
humorousDove0,humorousDove0,624
giddyRelish3,giddyRelish3,974
aloofRaisins9,aloofRaisins9,355
ardentPorpoise7,ardentPorpoise7,908
vengefulCur7,vengefulCur7,826
dejectedChamois5,dejectedChamois5,923
shyBurritos6,shyBurritos6,939
solidGelding1,solidGelding1,859
yearningCow7,yearningCow7,528
puzzledHoopoe3,puzzledHoopoe3,308
cynicalSeahorse7,cynicalSeahorse7,927
bubblyGnu5,bubblyGnu5,796
joyfulDunbird7,joyfulDunbird7,221
dreadfulKitten2,dreadfulKitten2,693
spiritedCur6,spiritedCur6,657
ashamedFish0,ashamedFish0,406
emptyTermite9,emptyTermite9,682
wrathfulCoconut6,wrathfulCoconut6,627
excludedMacaw4,excludedMacaw4,704
cruelLion1,cruelLion1,202
somberRuffs2,somberRuffs2,235
grudgingFerret9,grudgingFerret9,774
worriedWasp4,worriedWasp4,823
curiousPretzels4,curiousPretzels4,729
madOcelot9,madOcelot9,178
grizzledPie7,grizzledPie7,553
wearyPaella4,wearyPaella4,169
gloomyHoopoe6,gloomyHoopoe6,25
guiltyAbalone7,guiltyAbalone7,295
grudgingKitten7,grudgingKitten7,338
importedWhiting4,importedWhiting4,524
yearningBustard5,yearningBustard5,628
grudgingCaviar2,grudgingCaviar2,50
superiorOil5,superiorOil5,77
enviousZebra0,enviousZebra0,934
lyingOatmeal9,lyingOatmeal9,535
unhappyFish2,unhappyFish2,899
aloofLemur8,aloofLemur8,282
trustingMoth7,trustingMoth7,824
artisticWigeon2,artisticWigeon2,929
mildChamois3,mildChamois3,274
guiltyAbalone1,guiltyAbalone1,938
obsessedWeaver3,obsessedWeaver3,637
thriftySeahorse8,thriftySeahorse8,658
sincereZebra3,sincereZebra3,185
dreadfulCrackers0,dreadfulCrackers0,947
mildGarlic5,mildGarlic5,166
enragedBasmati7,enragedBasmati7,667
adoringPretzels9,adoringPretzels9,473
emptyRice2,emptyRice2,753
worriedHawk7,worriedHawk7,817
lovesickCockatoo7,lovesickCockatoo7,621
mellowApples8,mellowApples8,473
annoyedToucan6,annoyedToucan6,833
pluckyWigeon5,pluckyWigeon5,198
selfishSalami7,selfishSalami7,128
superiorCoati9,superiorCoati9,414
